Kategorija,id,Naslov,Ogledi,Glasovi,Število odgovorov,Ima sprejet odgovor,Avtor,Čas objave
highest-score,617500,Direct proof that nilpotent matrix has zero trace,6255,31,2,True,Norbert,"Dec 24, 2013 at 18:46"
highest-score,395139,Combinatorial proof of a Stirling number identity.,4501,31,3,True,EuYu,"May 18, 2013 at 2:25"
highest-score,638299,A Category Theoretical view of the Kalman Filter,2880,31,4,True,Emily,"Jan 14, 2014 at 16:42"
highest-score,301402,Suspension of a product - tricky homotopy equivalence,6309,31,3,True,savick01,"Feb 12, 2013 at 18:06"
highest-score,2088623,Bruteforcing a keypad lock,1684,31,2,False,i_am_goose,"Jan 8, 2017 at 10:40"
highest-score,1802347,Gaining Mathematical Maturity [closed],8510,31,3,False,rlh282,"May 27, 2016 at 16:31"
highest-score,225528,Differentiable manifolds as locally ringed spaces,4546,31,2,False,Makoto Kato,"Oct 30, 2012 at 21:16"
highest-score,113071,Classic type theory textbooks,5257,31,2,False,Hans-Peter Stricker,"Feb 25, 2012 at 0:15"
highest-score,1854254,Proof/derivation of $\lim\limits_{n\to\infty}{\frac1{2^n}\sum\limits_{k=0}^n\binom{n}{k}\frac{an+bk}{cn+dk}}\stackrel?=\frac{2a+b}{2c+d}$?,1316,31,3,True,Shin Kim,"Jul 9, 2016 at 17:52"
highest-score,1541563,Why do we care about differential forms? (Confused over construction),4661,31,2,True,FireGarden,"Nov 22, 2015 at 19:03"
highest-score,1277967,Which is bigger: $(\pi+1)^{\pi+1}$ or $\pi^{\pi+2}$?,1585,31,5,True,VividD,"May 11, 2015 at 23:52"
highest-score,52509,Riemannian metric of the tangent bundle,7761,31,1,True,Sak,"Jul 19, 2011 at 21:51"
highest-score,46267,concrete examples of tangent bundles of smooth manifolds for standard spaces,3774,31,3,False,Leo,"Jun 19, 2011 at 10:36"
highest-score,18083,Is every Compact $n$-Manifold a Compactification of $\mathbb{R}^n$?,2042,31,4,False,Gary,"Jan 19, 2011 at 5:02"
highest-score,2486271,Is there a difference between one or two lines depicting the norm?,22724,31,2,True,Kev1n91,"Oct 23, 2017 at 17:34"
highest-score,527642,the equivalence between paracompactness and second countablity in a locally Euclidean and $T_2$ space,8063,31,1,True,Alex,"Oct 15, 2013 at 21:01"
highest-score,507753,Understanding proof of Cartan&#39;s magic formula: $L_X = i_X \circ d+d \circ i_X$,17961,31,3,True,Seirios,"Sep 28, 2013 at 10:49"
highest-score,290847,What do ideles and adeles look like?,4868,31,1,True,,"Jan 30, 2013 at 21:01"
highest-score,113865,Geometric meaning of primary decomposition,4473,31,1,True,Arsenaler,"Feb 27, 2012 at 5:06"
highest-score,1880573,LU Decomposition vs. Cholesky Decomposition,26965,31,2,True,mertyildiran,"Aug 3, 2016 at 20:51"
highest-score,1520458,Motivation of Vieta&#39;s transformation,1578,31,4,True,Martin Brandenburg,"Nov 9, 2015 at 7:35"
highest-score,374937,Tricks for Constructing Hilbert-Style Proofs,16109,31,12,False,Alex Kocurek,"Apr 28, 2013 at 5:44"
highest-score,260864,How does one parameterize the surface formed by a *real paper* M&#246;bius strip?,3057,31,2,True,Mario Carneiro,"Dec 17, 2012 at 17:49"
highest-score,61755,Is there a way to solve for an unknown in a factorial?,20745,31,3,True,Strawberry,"Sep 4, 2011 at 7:32"
highest-score,1340223,Plot of a ... Square?,2453,31,4,True,NeilRoy,"Jun 26, 2015 at 15:03"
highest-score,1183954,Intuition behind variation of parameters method for solving differential equations,5041,31,2,False,Perpetual learner,"Mar 10, 2015 at 15:46"
highest-score,185742,Iterated exponent of $i$,704,31,1,True,Dog,"Aug 23, 2012 at 6:41"
highest-score,54158,The cartesian product $\mathbb{N} \times \mathbb{N}$ is countable,25496,31,4,True,Harry Williams,"Jul 27, 2011 at 23:18"
highest-score,17891,Why is a general formula for Kostka numbers &quot;unlikely&quot; to exist?,2683,31,1,True,Connor Sempek,"Jan 17, 2011 at 21:17"
highest-score,338319,Associativity of Cartesian Product,10800,31,1,True,Gold,"Mar 22, 2013 at 21:42"
highest-score,154398,Impossible to prove vs neither true nor false,4827,31,1,True,Albert,"Jun 5, 2012 at 20:38"
highest-score,4580215,"Do we have $\sum_{n=1}^{\infty}\frac{\gcd\left(1+n!,1+n^{2}\right)}{n!}\stackrel{?}{=}e$?",2241,31,2,True,Barackouda,"Nov 19, 2022 at 11:12"
highest-score,2822112,Convergence of $a_n=(1-\frac12)^{(\frac12-\frac13)^{...^{(\frac{1}{n}-\frac{1}{n+1})}}}$,2311,31,8,True,zeraoulia rafik,"Jun 16, 2018 at 23:03"
highest-score,72977,probablity of random pick up three points inside a regular triangle which form a triangle and contain the center,8649,31,5,False,zinking,"Oct 16, 2011 at 5:40"
highest-score,316208,Difference between orthogonal and orthonormal matrices,38400,31,2,False,user63552,"Feb 27, 2013 at 20:04"
highest-score,3203577,What is the computational complexity of linear programming?,20405,31,2,False,userAN82,"Apr 26, 2019 at 17:46"
highest-score,1269643,"Continuum between addition, multiplication and exponentiation?",5722,31,4,False,Dan W,"May 6, 2015 at 11:10"
highest-score,244699,a problem from 1977 all Soviet Union Mathematical Olympiad,2691,31,2,True,yiyi,"Nov 26, 2012 at 2:34"
highest-score,1226823,"Does there exist any uncountable group , every proper subgroup of which is countable?",2946,31,1,True,,"Apr 9, 2015 at 11:36"
highest-score,1122931,Showing that stereographic projection is a homeomorphism,13956,31,4,False,,"Jan 28, 2015 at 4:45"
highest-score,1252821,Random Walk Without Repetitions,1551,31,2,True,Milo Brandt,"Apr 26, 2015 at 15:56"
highest-score,183522,Unramification of a prime ideal in an order of a finite Galois extension of an algebraic number field,2288,31,2,True,Makoto Kato,"Aug 17, 2012 at 6:22"
highest-score,2328200,Conjectured primality test,1433,31,2,False,Pedja,"Jun 19, 2017 at 7:54"
highest-score,132775,A sub-additivity inequality,1065,31,6,True,,"Apr 17, 2012 at 1:29"
highest-score,130744,Conflicting definitions of &quot;continuity&quot; of ordinal-valued functions on the ordinals,1354,31,3,True,Cameron Buie,"Apr 12, 2012 at 3:40"
highest-score,91295,Closed form for improper definite integral involving trig functions and exponentials?,1488,31,2,False,Vladimir Reshetnikov,"Dec 14, 2011 at 0:43"
highest-score,2802933,"Prove or disprove that, for any $n \in \mathbb{N_+}$, there exist $a,b \in \mathbb{N_+} $ such that $\frac{a^2+b}{a+b^2}=n.$",1254,31,2,False,WuKong,"May 31, 2018 at 11:25"
highest-score,241863,Learning path to the proof of the Weil Conjectures and &#233;tale topology,4676,31,1,True,Javier &#193;lvarez-Vizoso,"Nov 21, 2012 at 7:40"
highest-score,151285,Examples of mathematicians who lost interest in Math and got interested again?,3470,31,4,False,,
highest-score,4889,Proof that every polygon with an inscribed circle is convex?,5239,31,5,True,Jack Lee,"Sep 17, 2010 at 21:19"
highest-score,4156482,Can every continuous function be continuously &#39;&#39;transformed&#39;&#39; into a differentiable function?,1425,31,3,True,Vivaan Daga,"May 31, 2021 at 5:47"
highest-score,330736,Are there/Why aren&#39;t there any simple groups with orders like this?,1165,31,2,True,,"Mar 14, 2013 at 23:01"
highest-score,164390,Does $\left(n^2 \sin n\right)$ have a convergent subsequence?,1239,31,1,True,Vandermonde,"Jun 28, 2012 at 22:40"
highest-score,1044022,Are there any visual proofs for $\sum_{n=1}^\infty \frac{1}{n^2} = \frac{\pi^2}{6}$?,1750,31,3,True,zerosofthezeta,"Nov 29, 2014 at 19:21"
highest-score,854929,Zombie outbreak on a $k$-regular graph,1055,31,1,False,Alexander Gruber,"Jul 3, 2014 at 1:40"
highest-score,3778550,How to evaluate the limit of multifactorial $\lim_{n\to 0} \sqrt[n]{n!!!!\cdots !}$,1042,31,2,True,Naren,"Aug 3, 2020 at 11:45"
highest-score,1403641,Why does the diophantine equation $x^2+x+1=7^y$ have integer solutions only for $y\le3$?,1341,31,6,False,,"Aug 20, 2015 at 8:04"
highest-score,144985,"What is the binomial sum $\sum_{n=1}^\infty \frac{1}{n^5\,\binom {2n}n}$ in terms of zeta functions?",1397,31,1,True,Tito Piezas III,"May 14, 2012 at 12:29"
highest-score,3492949,"Hatcher Algebraic Topology: I have all the prereqs, so why is this book unreadable for me?",3785,31,1,False,kyary,"Dec 31, 2019 at 8:57"
highest-score,2113337,Proving a matrix inequality,1733,31,3,True,Roberto Rastapopoulos,"Jan 25, 2017 at 14:09"
highest-score,2082103,Trigonometric/polynomial equations and the algebraic nature of trig functions,3682,31,1,True,Simply Beautiful Art,"Jan 3, 2017 at 15:54"
highest-score,1379195,"If $p\in\Bbb Z[X]$ show that: $ \max\limits_{x\in [0,1]}\left|p(x) \right| &gt; \frac{1}{e^{n}}. $",1356,31,4,True,Vin&#237;cius Novelli,"Jul 30, 2015 at 13:57"
highest-score,693508,Lebesgue density strictly between 0 and 1,4633,31,2,False,digiboy1,"Feb 28, 2014 at 2:39"
highest-score,445017,Intersection of topologies,16643,31,2,True,mrk,"Jul 16, 2013 at 13:04"
highest-score,16829,Useful sufficient conditions for a topological space to be the underlying space of a topological group?,1319,31,1,True,Pete L. Clark,"Jan 8, 2011 at 21:34"
highest-score,1621162,A probability question that I failed to answer in a job interview,2627,31,6,True,AYang,"Jan 21, 2016 at 15:40"
highest-score,377884,Series of Cyclotomic polynomials,671,31,1,True,Ethan Splaver,"May 1, 2013 at 5:03"
highest-score,3264421,Mathematics in Other Languages,946,31,6,False,,
highest-score,2295034,Evaluating closed form of $I_n=\int_0^{\pi/2} \underbrace{\cos(\cos(\dots(\cos}_{n \text{ times}}(x))\dots))~dx$ for all $n\in \mathbb{N}$.,1374,31,1,True,projectilemotion,"May 24, 2017 at 14:53"
highest-score,461000,Strategies and Tips: What to do when stuck on math?,7770,31,2,False,,"Aug 6, 2013 at 10:34"
highest-score,437753,"When is a metric space Euclidean, without referring to $\mathbb R^n$?",1544,31,4,False,celtschk,"Jul 6, 2013 at 21:43"
highest-score,2747669,A question about Existence of a Continuous function.,804,31,2,False,user70310,"Apr 21, 2018 at 18:05"
highest-score,735075,Statistics Primer for the Unwary Mathematician,1186,31,2,True,Lyjat,"Apr 1, 2014 at 11:50"
highest-score,387270,Possible Playable Chords on a Guitar,3521,31,1,True,Maazul,"May 10, 2013 at 4:59"
highest-score,176394,A prime number pattern,3866,31,1,False,Furlox,"Jul 29, 2012 at 8:40"
highest-score,2304625,On the arithmetic differential equation $n&#39;&#39;=n&#39;$,663,31,3,False,Ghartal,"May 31, 2017 at 19:10"
highest-score,2198645,"Prove that if $a+b =1$, then $\forall n \in \mathbb{N}, a^{(2b)^{n}} + b^{(2a)^{n}} \leq 1$.",1326,31,3,True,Teddy Mishura,"Mar 22, 2017 at 18:20"
highest-score,2064101,Height of all skyscraper,825,31,6,False,nescio,"Dec 19, 2016 at 0:47"
highest-score,881942,How to Self-Study Higher Math Without Solutions,4323,31,1,True,dubosec,"Jul 29, 2014 at 20:49"
highest-score,2295295,For what kind of positive integers $m+n+m^2+n^2 \mid m^3+n^3$ holds?,1247,31,2,False,Ghartal,"May 24, 2017 at 19:02"
highest-score,776447,What number appears most often in an $n \times n$ multiplication table?,3397,31,1,False,Benjamin Dickman,"May 1, 2014 at 1:04"
highest-score,1407375,Advanced Differential Geometry Textbook,4759,31,2,False,DiffGeomInterest,"Aug 23, 2015 at 22:03"
highest-score,623636,Is a field determined by its family of general linear groups?,476,31,1,False,Martin Brandenburg,"Dec 31, 2013 at 23:18"
highest-score,1123360,Inverse of elliptic integral of second kind,8192,31,4,True,MvG,"Jan 28, 2015 at 13:31"
highest-score,2076118,A random walk on a finite square with prime numbers,669,31,1,False,E. Joseph,"Dec 29, 2016 at 15:23"
highest-score,123007,Higher-order derivatives in manifolds,2818,31,1,False,Giuseppe Negro,"Mar 21, 2012 at 19:28"
highest-score,2952345,Prove a strong inequality $\sum_{k=1}^n\frac{k}{a_1+a_2+\cdots+a_k}\le\left(2-\frac{7\ln 2}{8\ln n}\right)\sum_{k=1}^n\frac 1{a_k}$,1153,31,1,False,Tianlalu,"Oct 12, 2018 at 6:53"
highest-score,682480,Long exact sequence in cohomology associated to a short exact sequence of *functors*,7423,31,1,False,KotelKanim,"Feb 19, 2014 at 19:01"
highest-score,650379,Why is an orthogonal matrix called orthogonal?,6409,31,4,False,user127.0.0.1,"Jan 24, 2014 at 22:22"
highest-score,645954,Simpler way to evaluate the Fourier transform of $\exp\left(i e^x\right)$?,1325,31,3,False,Fabian,"Jan 21, 2014 at 8:13"
highest-score,454298,Mosquito in the Room (Puzzle),1265,31,1,False,,"Jul 28, 2013 at 19:54"
highest-score,131086,Projective profinite groups,897,31,1,False,Immanuel,"Apr 12, 2012 at 22:37"
highest-score,62264,Efficient ways to read and learn a new topic [closed],2145,31,2,False,,
highest-score,1323,Is there an atlas of Algebraic Groups and corresponding Coordinate rings?,952,31,1,False,BBischof,"Jul 31, 2010 at 21:28"
highest-score,4840134,Is $\frac{(p-1)^p+1}{p^2}$ square-free?,1117,31,1,False,FAN WENDI HCI,"Jan 7, 2024 at 2:34"
highest-score,4316132,Is this sequence bounded or unbounded?,1128,31,1,True,Rick Does Math,"Nov 25, 2021 at 16:07"
highest-score,2722893,The Modulus of all the roots of a Polynomial are equal to $1$,2425,31,2,False,math110,"Apr 5, 2018 at 5:38"
highest-score,178871,Is $\sin\left(\frac{\pi}{2}\sin\left(\frac{\pi}{2}\cdots\sin x\cdots\right)\right)=\frac4{\pi}\sum\limits_{k=0}^\infty\frac{\sin(2k+1)x}{2k+1}$?,1010,31,1,False,M. M.,"Aug 4, 2012 at 18:47"
highest-score,3792709,A conjecture about Catalan sequence,523,31,0,False,hbghlyj,"Aug 16, 2020 at 10:38"
highest-score,3570663,Towards a new proof of infinitude of primes ( with possible unified application to other primes of special forms whose Infinitude is unknown): [closed],8955,31,0,False,bambi,"Mar 5, 2020 at 18:24"
highest-score,1806856,Have I discovered an analytic function allowing quick factorization?,1139,31,0,False,Patryk Czachurski,"May 31, 2016 at 11:18"
highest-score,1588626,A combinatorial identity involving generalized harmonic numbers,753,31,0,False,Chitsai Liu,"Dec 25, 2015 at 13:39"
highest-score,1524866,Can fundamental theorem of algebra for real polynomials be proven without using complex numbers?,1304,31,0,False,sobasu,"Nov 11, 2015 at 22:21"
highest-score,1122655,How do I find the common invariant subspaces of a span of matrices? [duplicate],2293,31,0,False,COTO,"Jan 28, 2015 at 0:06"
highest-score,3640770,Is it impossible to perfectly fit a polynomial to a trigonometric function on a closed interval?,6300,30,10,True,jskattt797,"Apr 23, 2020 at 22:22"
highest-score,1040015,% of % - Please Help Me Prove My Friend Wrong,8861,30,13,False,Trynn,"Nov 26, 2014 at 18:46"
highest-score,3762872,Zeno&#39;s Achilles &amp; Tortoise - Where exactly is the proof wrong?,8050,30,18,False,aman_cc,"Jul 20, 2020 at 4:54"
highest-score,52583,How do we prove $n^n \mid m^m \Rightarrow n \mid m$?,7512,30,5,True,Carolus,"Jul 20, 2011 at 6:35"
highest-score,2743302,Prove that any real number can be expressed as the sum of two irrational numbers,8195,30,9,True,Jadelin Martin,"Apr 18, 2018 at 16:23"
highest-score,636128,Calculating the number of possible paths through some squares,100143,30,13,False,user120865,"Jan 12, 2014 at 19:49"
highest-score,706461,Calculating the limit $\lim((n!)^{1/n})$,124902,30,7,True,Savage Henry,"Mar 10, 2014 at 8:15"
highest-score,159836,$\int_{0}^{\infty} \frac{e^{-x} \sin(x)}{x} dx$ Evaluate Integral,14124,30,10,True,user 1591719,"Jun 18, 2012 at 10:02"
highest-score,45759,Find the limit $\lim \limits_{n\to \infty }\cos \left(\pi\sqrt{n^{2}-n} \right)$,6624,30,3,True,,"Jun 16, 2011 at 17:08"
highest-score,2004630,Is Area of a circle always irrational,17797,30,9,True,deepa kapoor,"Nov 8, 2016 at 4:42"
highest-score,1412091,The Typewriter Sequence,11587,30,6,True,Fabian,"Aug 28, 2015 at 0:29"
highest-score,1648266,What is the flaw of this proof (largest integer)?,10294,30,7,True,Chris,"Feb 9, 2016 at 22:35"
highest-score,26371,Is a linear transformation onto or one-to-one?,286034,30,3,True,Algific,"Mar 11, 2011 at 10:52"
highest-score,328655,"Proving prime $p$ divides $\binom{p}{k}$ for $k\in\{1,\ldots,p-1\}$",37995,30,8,False,,"Mar 12, 2013 at 17:52"
highest-score,20913,Are continuous self-bijections of connected spaces homeomorphisms?,5132,30,4,True,Dan Ramras,"Feb 8, 2011 at 0:29"
highest-score,669737,"How many positive integers $&lt; 1{,}000{,}000$ contain the digit $2$?",16627,30,11,True,math1234567,"Feb 9, 2014 at 17:13"
highest-score,162387,Can a countable set contain uncountably many infinite subsets such that the intersection of any two such distinct subsets is finite?,7508,30,6,True,pritam,"Jun 24, 2012 at 12:50"
highest-score,13582,Show that a continuous function has a fixed point,77121,30,8,True,ghshtalt,"Dec 8, 2010 at 23:23"
highest-score,2699383,How does WolframAlpha get an exact answer here? ${}{}$,7400,30,7,True,KKZiomek,"Mar 19, 2018 at 21:32"
highest-score,118190,Reference for general-topology,9805,30,11,True,,
highest-score,2720714,Classical examples of mathematical induction,10064,30,19,False,Per Alexandersson,"Apr 3, 2018 at 18:26"
highest-score,4526,Mathematical concepts named after mathematicians that have become acceptable to spell in lowercase form (e.g. abelian)?,6685,30,14,True,,
highest-score,701148,Why are equations written by equating something to zero?,17089,30,10,False,Voyager,"Mar 6, 2014 at 1:43"
highest-score,2795340,Do eigenvalues depend on the choice of basis?,16326,30,5,True,Christian Singer,"May 25, 2018 at 8:14"
highest-score,26551,Why abstract manifolds?,4280,30,7,False,Beginner,"Mar 12, 2011 at 13:20"
highest-score,4712532,How is the logarithm of an integer analogous to the degree of a polynomial?,4133,30,5,True,Adam Nelson,"Jun 4, 2023 at 16:53"
